index,caption_key,original_filename,preprocessed_file,subject,style_tags,training_caption,pixel_mean_abs_diff
1223,01223,img_1_1_0001(1232)_Scan_edit.jpg,01223.png,river and mountains,landscape|ink wash|serene,"A serene landscape with a river flowing through the foreground, bordered by tall grasses, leading to distant mountains under a vast sky. Delicate brush strokes create intricate details in the grasses and gentle wash gradients depict the mountains, using varying ink densities to convey depth and tranquility, landscape, ink wash, serene, traditional ink wash painting",0.0
1224,01224,img_2_1_0025(1083)_Scan_edit.jpg,01224.png,joyful child,portrait|expressive|detailed,"A joyful child is depicted in the center, captured mid-laughter with hands playfully raised. The ink wash technique uses fine brush strokes to detail facial features and clothing, with varying ink densities creating depth and texture. The monochrome palette enhances the lively and carefree mood, utilizing subtle gradients to highlight expressions, portrait, expressive, detailed, traditional ink wash painting",0.0
1225,01225,img_2_1_0297(656)_Scan_edit.jpg,01225.png,person with long hair,portrait|detailed lines|monochrome,"A portrait of a person with long hair and bangs, hands gently framing their face, centered in the composition. The ink lines are precise and delicate, capturing fine details in the hair and clothing folds. The monochrome palette emphasizes the serene and contemplative mood, with subtle variations in line thickness adding depth, portrait, detailed lines, monochrome, traditional ink wash painting",0.0
1226,01226,img_1_1_0016.p(5360)_Scan_edit.jpg,01226.png,stone bridge over river,landscape|ink wash|serene,"A stone bridge arches gracefully over a flowing river, centrally placed with lush foliage framing the scene. The ink wash technique uses varied brush strokes to depict the dense vegetation and smooth water surface, with gradients creating depth in the landscape. The monochrome palette enhances the tranquil and serene atmosphere, landscape, ink wash, serene, traditional ink wash painting",0.0
1227,01227,img_2_1_0230(2181)_Scan_edit.jpg,01227.png,elderly woman,portrait|detailed brushwork|negative space,"An elderly woman is depicted in profile view, her face detailed with fine brush strokes capturing the texture of her skin and hair. The ink wash technique uses varying densities to highlight the contours and expressions, creating a somber and reflective mood. The background is left as negative space, emphasizing the subject's presence, portrait, detailed brushwork, negative space, traditional ink wash painting",0.0
1228,01228,img_1_1_0362(1160)_Scan_edit.jpg,01228.png,cactus in desert,monochrome|ink wash|textured,"A towering cactus dominates the foreground, surrounded by smaller cacti and desert vegetation, viewed from a low angle. The ink wash technique uses dense, textured brush strokes for the cactus, with lighter, more delicate lines for the background, creating depth and contrast. The monochrome palette enhances the arid, serene atmosphere of the desert landscape, monochrome, ink wash, textured, traditional ink wash painting",0.0
1229,01229,img_1_1_0425(5977)_Scan_edit.jpg,01229.png,riverbed with boulders,ink outlines|wash gradients|textured brushwork,"A riverbed filled with large, rounded boulders, depicted with bold, dark ink outlines and subtle wash gradients. The rocks are scattered across the foreground and midground, creating a sense of natural chaos. Sparse ink washes suggest gentle water flow, while the background features dense foliage with textured brushwork. The atmosphere is tranquil and earthy, ink outlines, wash gradients, textured brushwork, traditional ink wash painting",0.0
1230,01230,img_2_1_0118(630)_Scan_edit.jpg,01230.png,contemplative woman,portrait|ink wash|contemplative,"A contemplative woman in profile, positioned centrally, with delicate ink wash capturing her thoughtful expression. Fine brush strokes define her hair and facial features, while subtle gradients highlight her clothing and skin. The use of negative space enhances the serene and introspective mood, portrait, ink wash, contemplative, traditional ink wash painting",0.0
1231,01231,img_2_1_0314(501)_Scan_edit.jpg,01231.png,elderly person portrait,portrait|detailed brushwork|contemplative mood,"An elderly person is depicted in a close-up portrait, centered in the composition. The artist uses fine, detailed brushwork to capture the texture of the skin and hair, with varying ink densities to highlight facial features and expressions. The clothing is rendered with smooth, flowing strokes, creating a serene and contemplative mood, portrait, detailed brushwork, contemplative mood, traditional ink wash painting",0.0
1232,01232,img_3_1_0016(1961)_Scan_edit.jpg,01232.png,soda can,minimalist|line art|negative space,"A single soda can is centered in the composition, depicted with delicate ink outlines and minimal shading. The brushwork is precise, using fine lines to capture the can's contours and details. The negative space around the can enhances its prominence, creating a minimalist and contemplative atmosphere, minimalist, line art, negative space, traditional ink wash painting",0.0
1233,01233,img_2_1_0078(1094)_Scan_edit.jpg,01233.png,,,,0.0
1234,01234,img_3_1_0182(166)_Scan_edit.jpg,01234.png,vase on woven mat,monochrome|textured|calm,"A solitary vase is centered in the composition, depicted with intricate horizontal brush strokes that create a textured surface. The ink density varies, with darker tones emphasizing the vase's contours and lighter washes suggesting highlights. The base is surrounded by a woven mat, rendered with delicate, circular strokes. The atmosphere is calm and contemplative, monochrome, textured, calm, traditional ink wash painting",0.0
1235,01235,img_2_1_0040(756)_Scan_edit.jpg,01235.png,,,,0.0
1236,01236,img_3_1_0326(643)_Scan_edit.jpg,01236.png,Abstract swirling forms,abstract|ink wash|negative space,"Abstract ink wash painting with swirling forms centered on the canvas, featuring soft, feathery brush strokes and varying ink densities. The composition uses negative space to enhance the fluidity and movement of the shapes, creating a dynamic and ethereal atmosphere. The monochrome palette emphasizes the delicate interplay of light and shadow, abstract, ink wash, negative space, traditional ink wash painting",0.0
1237,01237,img_1_1_0026.p(801)_Scan_edit.jpg,01237.png,solitary tree,ink wash|negative space|textured brushwork,"A solitary tree stands prominently in the center of a rolling landscape, viewed from a low angle. The dense foliage is rendered with intricate, textured brush strokes, contrasting with the softer, sweeping washes of the surrounding hills and sky. The use of negative space highlights the tree's form, creating a serene and contemplative atmosphere, ink wash, negative space, textured brushwork, traditional ink wash painting",0.0
1238,01238,img_2_1_0015(1542)_Scan_edit.jpg,01238.png,elderly man portrait,portrait|detailed|monochrome,"A detailed portrait of an elderly man with a flowing beard and wavy hair, centered in the composition. The artist uses fine, controlled brush strokes to capture the intricate textures of the hair and facial features, with varying ink densities creating depth and contrast. The monochrome palette enhances the contemplative and serene mood, portrait, detailed, monochrome, traditional ink wash painting",0.0
1239,01239,img_3_1_0632(3831)_Scan_edit.jpg,01239.png,sextant,precision|mechanical|monochrome,"A detailed ink wash painting of a sextant, centrally placed with a slight top-down perspective. The brushwork showcases precise, controlled strokes with varying ink densities to highlight the metallic texture and intricate components. The use of negative space enhances the mechanical form, creating a sense of precision and craftsmanship. The monochrome palette emphasizes the technical and historical atmosphere, precision, mechanical, monochrome, traditional ink wash painting",0.0
1240,01240,img_2_1_0364(1550)_Scan_edit.jpg,01240.png,young boy in cap,detailed linework|monochrome|introspective mood,"A young boy in a cap and sweater, seated with a contemplative expression, occupies the center of the composition. The ink work features fine, detailed linework with subtle shading, emphasizing the textures of the clothing and the boy's thoughtful gaze. The monochrome palette and delicate brush strokes create a serene and introspective mood, detailed linework, monochrome, introspective mood, traditional ink wash painting",0.0
1241,01241,img_3_1_0602(2360)_Scan_edit.jpg,01241.png,ancient figurines,ink wash|bold strokes|historical,"Three ancient figurines are centrally aligned, each showcasing intricate details through bold, textured brush strokes. The central figure is larger, with elaborate headgear and facial features, flanked by two smaller, simpler figures. The ink is dense, with strong contrasts and minimal wash gradients, creating a sense of historical depth and cultural significance, ink wash, bold strokes, historical, traditional ink wash painting",0.0
1242,01242,img_3_1_0502(3175)_Scan_edit.jpg,01242.png,sliced peppers and knife,minimalist|line work|negative space,"A collection of sliced peppers in a bowl with a knife resting on top, centered in the composition. The ink lines are precise and controlled, with minimal shading and emphasis on contour and form. The use of negative space highlights the simplicity and clarity of the scene, creating a calm and focused atmosphere, minimalist, line work, negative space, traditional ink wash painting",0.0
1243,01243,img_3_1_0341(3174)_Scan_edit.jpg,01243.png,frying pan,ink wash|negative space|textured strokes,"A frying pan is depicted in the center, viewed from a slightly elevated angle. The ink wash technique uses soft, blended strokes to create a textured surface, with varying ink densities highlighting the pan's curvature and depth. The use of negative space enhances the simplicity and focus on the object, evoking a calm, contemplative mood, ink wash, negative space, textured strokes, traditional ink wash painting",0.0
1244,01244,img_1_1_0417(5417)_Scan_edit.jpg,01244.png,flowers and leaves,detailed|contrast|serene,"A cluster of delicate flowers is centrally positioned, surrounded by broad leaves. The composition uses fine, detailed brush strokes for the petals and leaves, with varying ink densities creating depth and texture. The background features darker washes, enhancing the contrast and highlighting the intricate floral details. The mood is serene and contemplative, detailed, contrast, serene, traditional ink wash painting",0.0
1245,01245,img_3_1_0438(1467)_Scan_edit.jpg,01245.png,stapler,monochrome|brushwork|negative space,"A stapler is depicted in a side view, centered on the canvas. The artist uses bold, confident brush strokes to outline the form, with varying ink densities creating a sense of depth and dimension. Subtle gradients and washes highlight the metallic texture, while negative space enhances the simplicity and focus. The mood is calm and contemplative, monochrome, brushwork, negative space, traditional ink wash painting",0.0
1246,01246,img_2_1_0281.p(1989)_Scan_edit.jpg,01246.png,woman reclining,ink wash|brush strokes|monochrome,"A woman in a flowing dress reclines on a bench, positioned diagonally across the composition. The ink wash technique uses smooth, flowing brush strokes to capture the fabric's texture and the figure's relaxed posture. The monochrome palette emphasizes the serene and contemplative mood, with subtle gradients highlighting the form, ink wash, brush strokes, monochrome, traditional ink wash painting",0.0
1247,01247,img_2_1_0322(1130)_Scan_edit.jpg,01247.png,,,,0.0
1248,01248,img_3_1_0056.p(689)_Scan_edit.jpg,01248.png,,,,0.0
1249,01249,img_2_1_0369(740)_Scan_edit.jpg,01249.png,young boy portrait,portrait|fine lines|negative space,"A portrait of a young boy centered in the composition, depicted with fine, controlled ink lines and subtle shading. The brushwork captures the texture of his hair and the folds of his hoodie, using varied ink density to convey depth. The background is left as negative space, enhancing the focus on the boy's expression. The mood is lighthearted and innocent, portrait, fine lines, negative space, traditional ink wash painting",0.0
1250,01250,img_1_1_0424(5384)_Scan_edit.jpg,01250.png,wildflowers,ink wash|brush strokes|atmospheric,"Tall wildflowers sway gently in the foreground, their intricate petals captured with delicate, flowing brush strokes. The background features a soft wash gradient, creating a misty, atmospheric depth. The use of varying ink densities highlights the contrast between the detailed flowers and the blurred, ethereal backdrop, ink wash, brush strokes, atmospheric, traditional ink wash painting",0.0
1251,01251,img_2_1_0375(912)_Scan_edit.jpg,01251.png,Elderly man in naval cap,portrait|ink wash|detailed,"A smiling elderly man in a naval cap is depicted in the center, with his hand adjusting the brim. The ink wash technique uses varied brush strokes to capture facial details and the texture of the cap, with subtle gradients adding depth. The monochrome palette enhances the warm and friendly atmosphere, portrait, ink wash, detailed, traditional ink wash painting",0.0
1252,01252,img_3_1_0650(7397)_Scan_edit.jpg,01252.png,galloping horses medallion,ink wash|dense brushwork|monochrome,"A circular medallion featuring a dynamic depiction of galloping horses, centrally placed with a frontal viewpoint. The ink wash technique uses dense, controlled brush strokes to define the horses and intricate details, while subtle gradients create depth and texture. The monochrome palette enhances the energetic and lively atmosphere of the composition, ink wash, dense brushwork, monochrome, traditional ink wash painting",0.0
1253,01253,img_1_1_0286(652)_Scan_edit.jpg,01253.png,coastal rock formation,landscape|textured brushwork|serene,"A rugged coastal rock formation dominates the center, surrounded by a tranquil sea. Bold, textured brush strokes define the rock's surface, contrasting with the smooth, lighter washes of the water. The sky is subtly rendered with soft gradients, creating a serene and contemplative atmosphere, landscape, textured brushwork, serene, traditional ink wash painting",0.0
1254,01254,img_1_1_0138(7240)_Scan_edit.jpg,01254.png,landscape with path and clouds,landscape|clouds|tranquil,"A serene landscape with a winding path through a grassy field, stretching into the distance. The sky is filled with dynamic, swirling clouds, created with soft, fluid brush strokes and varying ink densities. The foreground features detailed grass blades, contrasting with the lighter sky, creating a harmonious balance. The atmosphere is tranquil and expansive, landscape, clouds, tranquil, traditional ink wash painting",0.0
1255,01255,img_3_1_0467(1012)_Scan_edit.jpg,01255.png,vintage fire truck,ink wash|monochrome|bold brush strokes,"A vintage fire truck with an extended ladder is depicted in a three-quarter front view, occupying the center of the composition. The ink wash technique uses bold, defined brush strokes for the truck's structure, with varying ink densities creating depth and texture. The monochrome palette emphasizes the vehicle's robust form, evoking a sense of nostalgia and strength, ink wash, monochrome, bold brush strokes, traditional ink wash painting",0.0
1256,01256,img_2_1_0713(6104)_Scan_edit.jpg,01256.png,,,,0.0
1257,01257,img_3_1_0317(662)_Scan_edit.jpg,01257.png,ladybug,minimalistic|precise|monochrome,"A ladybug is depicted in the center with delicate, precise ink lines outlining its form. The brushwork is fine and controlled, capturing the insect's details with minimalistic elegance. The monochrome ink emphasizes the simplicity and grace of the subject, creating a serene and focused atmosphere, minimalistic, precise, monochrome, traditional ink wash painting",0.0
1258,01258,img_2_1_0227(4592)_Scan_edit.jpg,01258.png,man in hoodie,portrait|ink wash|monochrome,"A portrait of a man in a hoodie, centered with a direct gaze. The ink wash technique uses varied brush strokes to create texture and depth, with subtle gradients highlighting facial features. The monochrome palette emphasizes the contrast between light and shadow, creating a contemplative mood, portrait, ink wash, monochrome, traditional ink wash painting",0.0
1259,01259,img_3_1_0606(7262)_Scan_edit.jpg,01259.png,ornate chest with winged figures,ornate|detailed|elegant,"The painting depicts an ornate chest with two winged figures on top, positioned centrally. The brushwork is precise with fine lines outlining the figures and the chest, while the ink density varies to create depth and texture. The use of negative space highlights the intricate details, evoking a sense of elegance and antiquity, ornate, detailed, elegant, traditional ink wash painting",0.0
1260,01260,img_2_1_0357(588)_Scan_edit.jpg,01260.png,young girl with contemplative expression,portrait|ink wash|contemplative,"A young girl with a contemplative expression is centered in the composition, her hair styled in a bun. The ink wash technique uses soft gradients and delicate brush strokes to capture the subtle details of her face and clothing. The monochrome palette enhances the serene and introspective mood, with a focus on the play of light and shadow, portrait, ink wash, contemplative, traditional ink wash painting",0.0
1261,01261,img_2_1_0305(2583)_Scan_edit.jpg,01261.png,,,,0.0
1262,01262,img_1_1_0200.p(5324)_Scan_edit.jpg,01262.png,windswept tree on beach,dynamic brushwork|negative space|tranquil atmosphere,"A windswept tree stands on a sandy beach, positioned to the left, with the ocean stretching into the distance. The brushwork is dynamic, with swirling strokes for the tree and soft washes for the sky and water, creating a sense of movement. The use of negative space enhances the tranquil yet slightly turbulent atmosphere, dynamic brushwork, negative space, tranquil atmosphere, traditional ink wash painting",0.0
1263,01263,img_2_1_0403(921)_Scan_edit.jpg,01263.png,young boy portrait,portrait|ink wash|monochrome,"A young boy is depicted in a frontal portrait, centered in the composition. The ink wash technique uses fine, controlled brush strokes to detail facial features and clothing, with varying ink densities creating depth and texture. The monochrome palette emphasizes the serene and contemplative mood of the piece, portrait, ink wash, monochrome, traditional ink wash painting",0.0
1264,01264,img_3_1_0421(633)_Scan_edit.jpg,01264.png,ski goggles,ink wash|brushwork|negative space,"A pair of ski goggles is centrally placed, depicted with precise ink strokes. The brushwork highlights the contours and reflections on the lenses, using varying ink densities to create depth and texture. The negative space around the goggles emphasizes their form, while subtle gradients suggest a reflective surface. The mood is technical and focused, ink wash, brushwork, negative space, traditional ink wash painting",0.0
1265,01265,img_3_1_0461(1358)_Scan_edit.jpg,01265.png,keys with key fob,minimalist|controlled brush strokes|negative space,"A set of keys with a key fob is centrally placed, depicted in a minimalist style. The ink wash technique uses fine, controlled brush strokes with varying ink density to outline the keys and fob, creating a sense of simplicity and focus. The composition utilizes negative space effectively, enhancing the everyday subject's prominence, minimalist, controlled brush strokes, negative space, traditional ink wash painting",0.0
1266,01266,img_1_1_0392(6839)_Scan_edit.jpg,01266.png,hillside landscape,landscape|detailed brushwork|serene,"A hillside landscape with dense foliage and a distant building atop the hill, viewed from a low angle. The ink wash technique uses fine, detailed brush strokes to depict the intricate textures of trees and rocks. The composition employs subtle gradients and negative space to create depth, evoking a serene and contemplative atmosphere, landscape, detailed brushwork, serene, traditional ink wash painting",0.0
1267,01267,img_3_1_0210(193)_Scan_edit.jpg,01267.png,sliced citrus fruit,ink wash|brushwork|negative space,"A sliced citrus fruit is depicted in the foreground, with one half showing detailed segments and the other half in the background. The brushwork features fine, controlled strokes for the segments, with varying ink densities creating texture. The use of negative space highlights the fruit's form, while subtle gradients add depth. The mood is fresh and vibrant, ink wash, brushwork, negative space, traditional ink wash painting",0.0
1268,01268,img_1_1_0388(7005)_Scan_edit.jpg,01268.png,towering cliff and winding road,landscape|ink wash|bold strokes,"A towering cliff dominates the background, with a winding road curving through the foreground. The ink wash technique uses dense, bold strokes for the cliff's texture, while lighter washes create the road and surrounding landscape. Negative space highlights the sky, adding depth. The mood is serene yet imposing, capturing the grandeur of nature, landscape, ink wash, bold strokes, traditional ink wash painting",0.0
1269,01269,img_3_1_0615(4039)_Scan_edit.jpg,01269.png,fox cubs,delicate lines|minimal ink|negative space,"Two fox cubs are centrally placed, depicted with delicate and precise line work. The brush strokes are fine and controlled, capturing the texture of their fur with minimal ink density. Sparse grass elements on the left add balance, using negative space effectively. The mood is serene and attentive, emphasizing the innocence and curiosity of the cubs, delicate lines, minimal ink, negative space, traditional ink wash painting",0.0
1270,01270,img_2_1_0103(2492)_Scan_edit.jpg,01270.png,woman with flowing hair,portrait|detailed lines|monochrome,"A portrait of a woman with flowing hair, centered and facing forward. The ink lines are fine and detailed, capturing the texture of the hair with precision. The face is rendered with delicate strokes, emphasizing subtle expressions. The monochrome palette enhances the serene and contemplative mood, portrait, detailed lines, monochrome, traditional ink wash painting",0.0
1271,01271,img_1_1_0407(6242)_Scan_edit.jpg,01271.png,tulips against brick wall,ink wash|negative space|brush strokes,"A cluster of tulips stands against a textured brick wall, captured from a frontal viewpoint. The ink wash technique highlights the delicate petals with varied brush strokes, creating a contrast between the soft flowers and the rough wall. The use of negative space and subtle gradients adds depth, evoking a serene and contemplative atmosphere, ink wash, negative space, brush strokes, traditional ink wash painting",0.0
1272,01272,img_1_1_0349(6693)_Scan_edit.jpg,01272.png,horse and mountains,landscape|monochrome|ink wash,"A solitary horse grazes in the foreground, set against a backdrop of towering, jagged mountains. The ink wash technique captures the rugged texture of the mountains with dense, layered brush strokes, while the horse is rendered with softer, fluid lines. The scene is monochrome, evoking a serene and contemplative atmosphere, landscape, monochrome, ink wash, traditional ink wash painting",0.0
1273,01273,img_1_1_0062(7043)_Scan_edit.jpg,01273.png,tree and mountains,landscape|ink wash|serene,"A solitary tree stands prominently in the foreground, its branches extending gracefully against a backdrop of distant mountains. The ink wash technique uses varied brush strokes to depict the rugged mountain textures, with lighter washes creating depth and distance. The scene conveys a serene and contemplative atmosphere, with subtle gradients enhancing the natural landscape, landscape, ink wash, serene, traditional ink wash painting",0.0
1274,01274,img_1_1_0071.p(5591)_Scan_edit.jpg,01274.png,rock formations,landscape|ink wash|dramatic,"Towering rock formations dominate the foreground, with jagged peaks reaching upwards, creating a dramatic vertical composition. The ink wash technique uses dense, textured brush strokes to convey the ruggedness of the cliffs, while subtle gradients suggest depth and shadow. Sparse foliage at the base adds contrast, enhancing the stark, majestic atmosphere, landscape, ink wash, dramatic, traditional ink wash painting",0.0
1275,01275,img_3_1_0156(1350)_Scan_edit.jpg,01275.png,glasses on laptop,minimalism|contrast|negative space,"A pair of round glasses rests atop a closed laptop, centered in the composition. The ink wash technique uses precise, dark brush strokes for the glasses, contrasting with the soft, light gradients of the laptop surface. The negative space emphasizes simplicity and focus, creating a calm, contemplative atmosphere, minimalism, contrast, negative space, traditional ink wash painting",0.0
1276,01276,img_1_1_0426(6709)_Scan_edit.jpg,01276.png,waterfall and rocks,dynamic|contrast|movement,"A dynamic scene of a waterfall cascading over rocks, positioned centrally with a strong diagonal flow. The brushwork is vigorous, using dense black ink for the rocks and lighter washes for the water, creating a sense of movement and energy. The use of negative space enhances the contrast between the turbulent water and the solid rocks, dynamic, contrast, movement, traditional ink wash painting",0.0
1277,01277,img_2_1_0195.p(1815)_Scan_edit.jpg,01277.png,Man holding coffee cup,portrait|detailed brushwork|negative space,"A man holding a coffee cup is centered in the composition, depicted with detailed brushwork emphasizing facial features and clothing texture. The ink density varies to create depth, with darker strokes outlining the figure and lighter washes suggesting fabric folds. The background is left as negative space, enhancing the subject's prominence. The mood is casual and approachable, portrait, detailed brushwork, negative space, traditional ink wash painting",0.0
1278,01278,img_3_1_0451(748)_Scan_edit.jpg,01278.png,cucumber,monochrome|textured|negative space,"A single cucumber is depicted diagonally across the canvas, using bold, textured brush strokes to convey its natural form. The ink varies in density, creating a realistic texture with subtle highlights and shadows. The use of negative space emphasizes the simplicity and elegance of the subject, evoking a calm and contemplative atmosphere, monochrome, textured, negative space, traditional ink wash painting",0.0
1279,01279,img_3_1_0450(799)_Scan_edit.jpg,01279.png,vintage coffee grinder,monochrome|soft brushwork|nostalgic,"A vintage coffee grinder is centered in the composition, depicted with soft, flowing brush strokes and varying ink densities. The subtle gradients highlight the grinder's contours and metallic texture, while the negative space enhances its form. The monochrome ink wash creates a nostalgic and serene atmosphere, monochrome, soft brushwork, nostalgic, traditional ink wash painting",0.0
1280,01280,img_3_1_0620(4227)_Scan_edit.jpg,01280.png,coiled snake,monochrome|textured|negative space,"A coiled snake occupies the center of the composition, its head raised and mouth slightly open. The artist uses dense, textured brush strokes to depict the scales, with subtle gradients of ink wash creating depth and volume. Negative space highlights the snake's form, evoking a sense of tension and alertness, monochrome, textured, negative space, traditional ink wash painting",0.0
1281,01281,img_3_1_0646(3285)_Scan_edit.jpg,01281.png,ornate lamp,detailed|intricate|antique,"An ornate lamp is centered in the composition, depicted with intricate patterns and delicate linework. The ink wash technique highlights the lamp's detailed engravings with varying ink densities, creating a sense of depth and texture. The use of negative space emphasizes the lamp's elegant form, evoking a sense of mystery and antiquity, detailed, intricate, antique, traditional ink wash painting",0.0
1282,01282,img_3_1_0525(1972)_Scan_edit.jpg,01282.png,measuring tape and stack,precision|monochrome|calm,"A coiled measuring tape is placed atop a stack of round objects, viewed from a slightly elevated angle. The ink wash technique uses fine, precise brush strokes to depict the tape's markings, while the stack is rendered with smooth, dense strokes. The monochrome palette and soft gradients create a calm, contemplative atmosphere, precision, monochrome, calm, traditional ink wash painting",0.0
1283,01283,img_3_1_0162.p(196)_Scan_edit.jpg,01283.png,crossed wrenches,tools|monochrome|negative space,"Two wrenches are crossed in the center of the composition, depicted with soft, diffused brush strokes and varying ink densities. The ink wash creates a subtle gradient, emphasizing the metallic texture of the tools. The use of negative space enhances the simplicity and focus on the objects, evoking a calm, contemplative mood, tools, monochrome, negative space, traditional ink wash painting",0.0
1284,01284,img_2_1_0136.p(1073)_Scan_edit.jpg,01284.png,young child,portrait|fine brushwork|negative space,"A young child is depicted in a three-quarter view, positioned centrally with a focus on the face. The ink wash technique uses delicate, fine brush strokes to define the hair and facial features, with subtle gradients creating depth. The background is left as negative space, enhancing the serene and gentle atmosphere, portrait, fine brushwork, negative space, traditional ink wash painting",0.0
1285,01285,img_1_1_0403(5199)_Scan_edit.jpg,01285.png,coastal rocks and waves,dynamic brushwork|textured ink|dramatic atmosphere,"A rugged coastal scene with jagged rocks and turbulent waves, occupying the foreground and middle ground. The brushwork is dynamic, with bold, sweeping strokes capturing the movement of the sea, while the rocks are rendered with dense, textured ink. The sky is subtly washed, creating a dramatic and energetic atmosphere, dynamic brushwork, textured ink, dramatic atmosphere, traditional ink wash painting",0.0
1286,01286,img_3_1_0155(139)_Scan_edit.jpg,01286.png,lipstick and cap,ink wash|detailed brushwork|minimalist,"A lipstick and its cap are depicted with meticulous ink wash technique, placed centrally against a stark white background. The lipstick stands upright, showcasing detailed brushwork with varying ink densities to highlight its cylindrical shape and texture. The cap lies horizontally, featuring delicate gradients and subtle shading. The composition conveys a sense of elegance and simplicity, ink wash, detailed brushwork, minimalist, traditional ink wash painting",0.0
1287,01287,img_1_1_0068.p(7037)_Scan_edit.jpg,01287.png,landscape with trees and hills,landscape|brushwork|negative space,"A serene landscape with rolling hills and scattered trees, viewed from a low angle. The brushwork features delicate, varied strokes to depict the texture of grass and foliage, with a focus on the interplay of light and shadow. The ink density varies, creating depth and dimension, while the use of negative space enhances the tranquil atmosphere, landscape, brushwork, negative space, traditional ink wash painting",0.0
1288,01288,img_2_1_0719(3193)_Scan_edit.jpg,01288.png,,,,0.0
1289,01289,img_2_1_0402(1133)_Scan_edit.jpg,01289.png,young boy with glasses and hat,portrait|ink wash|negative space,"A young boy wearing glasses and a hat is depicted in a three-quarter view, centered in the composition. The ink wash technique uses fine, controlled brush strokes for facial features and clothing details, with varying ink densities to create depth. The background is left as negative space, enhancing the focus on the subject, evoking a contemplative mood, portrait, ink wash, negative space, traditional ink wash painting",0.0
1290,01290,img_1_1_0384(7252)_Scan_edit.jpg,01290.png,mountain landscape,landscape|detailed|tranquil,"A vast landscape with rugged mountains in the background and a serene river winding through the foreground. The ink wash technique uses fine, detailed brush strokes to depict the texture of the terrain, with varying ink densities creating depth and contrast. The atmosphere is tranquil and expansive, capturing the majesty of nature, landscape, detailed, tranquil, traditional ink wash painting",0.0
1291,01291,img_3_1_0190(1283)_Scan_edit.jpg,01291.png,woven basket,detailed|monochrome|linework,"A detailed ink wash painting of a woven basket, centered in the composition. The artist uses fine, controlled brush strokes to depict the intricate weave pattern, with varying ink densities to create depth and texture. The handle is rendered with subtle shading, enhancing the three-dimensional effect. The monochrome palette and precise linework evoke a sense of simplicity and craftsmanship, detailed, monochrome, linework, traditional ink wash painting",0.0
1292,01292,img_3_1_0537(7269)_Scan_edit.jpg,01292.png,smoking pipes and matchboxes,ink wash|soft brush strokes|negative space,"A collection of smoking pipes and matchboxes are arranged diagonally across the canvas, depicted with soft, flowing brush strokes. The ink density varies, creating subtle gradients and emphasizing the textures of the objects. The use of negative space enhances the simplicity and calm atmosphere of the composition, ink wash, soft brush strokes, negative space, traditional ink wash painting",0.0
1293,01293,img_2_1_0020(7357)_Scan_edit.jpg,01293.png,,,,0.0
1294,01294,img_3_1_0362.p(942)_Scan_edit.jpg,01294.png,cinnamon rolls,food|texture|monochrome,"Two cinnamon rolls placed on a plate, viewed from above. The swirling patterns of the rolls are depicted with bold, circular brush strokes, creating a sense of texture and depth. The ink varies in density, highlighting the rolls' contours against the smooth, light wash of the plate. The composition conveys a calm, inviting atmosphere, food, texture, monochrome, traditional ink wash painting",0.0
1295,01295,img_3_1_0393.p(2984)_Scan_edit.jpg,01295.png,kingfishers on branches,ink wash|detailed brushwork|negative space,"Two kingfishers perched on bare branches, centered in the composition, viewed from the side. The ink wash technique uses fine, detailed brush strokes for the birds, with varying ink densities to highlight their feathers. The branches are depicted with rough, textured lines. The negative space emphasizes the simplicity and tranquility of the scene, ink wash, detailed brushwork, negative space, traditional ink wash painting",0.0
1296,01296,img_3_1_0600(2897)_Scan_edit.jpg,01296.png,coffee machine and cups,linework|detailed|negative space,"A coffee machine is centrally placed, surrounded by cups and capsules, depicted with precise linework and subtle shading. The ink technique features fine, controlled brush strokes with varying ink density to highlight details and textures. The composition uses negative space effectively, creating a calm and contemplative atmosphere, linework, detailed, negative space, traditional ink wash painting",0.0
1297,01297,img_1_1_0112(7026)_Scan_edit.jpg,01297.png,landscape with dirt path,landscape|ink wash|tranquil,"A serene landscape with a winding dirt path leading through a grassy field, flanked by sparse trees, viewed from a low angle. The ink wash technique uses soft gradients and delicate brush strokes to create a sense of depth and tranquility. The sky is rendered with light washes, enhancing the peaceful atmosphere, landscape, ink wash, tranquil, traditional ink wash painting",0.0
1298,01298,img_1_1_0082.p(3390)_Scan_edit.jpg,01298.png,mountain landscape with pagoda,landscape|ink wash|tranquil,"A serene mountain landscape with a stone pagoda perched on a rocky outcrop in the foreground, viewed from a high vantage point. The ink wash technique uses soft gradients and delicate brush strokes to depict the distant mountains and clouds, creating a sense of depth and tranquility. The monochrome palette enhances the peaceful atmosphere, landscape, ink wash, tranquil, traditional ink wash painting",0.0
1299,01299,img_3_1_0549(2751)_Scan_edit.jpg,01299.png,"quill, inkwell, candle holder, letter opener",ink wash|negative space|fine brushwork,"A quill in an inkwell, a candle holder, and a letter opener are arranged in a triangular composition. The ink wash technique uses varying densities to create depth, with fine brush strokes detailing the quill's feathers. The negative space emphasizes the objects' forms, creating a serene and contemplative atmosphere, ink wash, negative space, fine brushwork, traditional ink wash painting",0.0
